gentime,NeAnc,td,lambda,sampn,data,Model,scheme,Neh,Nec,lnL,AIC_cons,Neh_change,Nec_change,T,lnL_change,AIC_change,delta
g3,n10e4,td100,l99,n100,rad50k,Constant,t0t120,9494.472061,9494.472061,-102437.2313,204876.4626,9758.518747,1430.501512,57.16700616,-102386.8183,204779.6367,96.8259
g3,n10e4,td100,l99,n100,rad50k,Constant,t0t120,9242.09753,9242.09753,-101683.2294,203368.4589,9640.601021,936.7294502,57.31565995,-101577.2943,203160.5886,207.8703
g3,n10e4,td100,l99,n100,rad50k,Constant,t0t120,9102.611157,9102.611157,-100892.1631,201786.3262,9535.474916,1769.784873,119.936052,-100762.5311,201531.0622,255.264
g3,n10e4,td100,l99,n100,rad50k,Constant,t0t120,9239.815344,9239.815344,-101687.6338,203377.2675,9629.101026,959.3002174,57.22996684,-101584.9155,203175.831,201.4365
g3,n10e4,td100,l99,n100,rad50k,Constant,t0t120,9417.960783,9417.960783,-102311.7326,204625.4651,9753.477744,1349.971963,69.56725432,-102232.0418,204470.0837,155.3814
g3,n10e4,td100,l99,n100,wgs,Constant,t0t120,9481.564925,9481.564925,-10370741.17,20741484.33,9811.312348,2282.882114,119.9577399,-10362619.51,20725245.03,16239.3
g3,n10e4,td100,l99,n100,wgs,Constant,t0t120,9366.664823,9366.664823,-10364806.32,20729614.64,9796.235615,1797.040219,119.2658123,-10351843.7,20703693.39,25921.25
g3,n10e4,td100,l99,n100,wgs,Constant,t0t120,9329.451025,9329.451025,-10338681.65,20677365.3,9709.819766,2032.055668,119.2664617,-10328518.52,20657043.04,20322.26
g3,n10e4,td100,l99,n100,wgs,Constant,t0t120,9396.652027,9396.652027,-10341200.74,20682403.48,9756.089797,2127.436009,119.2665984,-10331944.1,20663894.21,18509.27
g3,n10e4,td100,l99,n100,wgs,Constant,t0t120,9432.520171,9432.520171,-10368115.16,20736232.33,9810.335032,2024.8667,119.2662534,-10357849.49,20715704.98,20527.35
g3,n10e4,td100,l99,n200,rad10k,Constant,t0t120,7731.640012,7731.640012,-25827.48863,51656.97727,9252.12036,1868.769472,119.5678823,-25756.19819,51518.39638,138.58089
g3,n10e4,td100,l99,n200,rad10k,Constant,t0t120,7644.446114,7644.446114,-25934.99201,51871.98401,9273.049825,1827.048799,118.6568072,-25857.92168,51721.84336,150.14065
g3,n10e4,td100,l99,n200,rad10k,Constant,t0t120,7597.789573,7597.789573,-26398.42809,52798.85618,9297.73011,1769.136678,119.9890315,-26314.89816,52635.79632,163.05986
g3,n10e4,td100,l99,n200,rad10k,Constant,t0t120,7899.348393,7899.348393,-26108.26375,52218.5275,9242.792853,2095.804935,119.9109626,-26050.67948,52107.35896,111.16854
g3,n10e4,td100,l99,n200,rad10k,Constant,t0t120,7600.45724,7600.45724,-26597.65097,53197.30194,9223.281091,1913.165731,119.9838494,-26525.66407,53057.32813,139.97381
g3,n10e4,td100,l99,n200,rad50k,Constant,t0t120,7813.734286,7813.734286,-131413.1586,262828.3172,9117.653906,2291.92456,119.0880237,-131161.6289,262329.2578,499.0594
g3,n10e4,td100,l99,n200,rad50k,Constant,t0t120,7483.136656,7483.136656,-129321.5092,258645.0184,9000.355572,1942.962893,119.6613844,-128988.4081,257982.8163,662.2021
g3,n10e4,td100,l99,n200,rad50k,Constant,t0t120,7662.588222,7662.588222,-130315.0355,260632.0709,9115.511603,1703.62525,96.62242186,-130010.9948,260027.9896,604.0813
g3,n10e4,td100,l99,n200,rad50k,Constant,t0t120,7525.735833,7525.735833,-130339.3432,260680.6864,9075.702536,1960.57979,119.7310116,-130001.0064,260008.0128,672.6736
g3,n10e4,td100,l99,n200,rad50k,Constant,t0t120,7871.878996,7871.878996,-130869.3004,261740.6008,9202.270052,2192.177909,119.9456141,-130596.5682,261199.1364,541.4644
g3,n10e4,td100,l99,n20,wgs,Constant,t0t120,9993.65152,9993.65152,-5165035.95,10330073.9,10034.1285,792.902411,76.13639157,-5164073.114,10328152.23,1921.67
g3,n10e4,td100,l99,n20,wgs,Constant,t0t120,10029.21807,10029.21807,-5165332.077,10330666.15,10049.11007,1686.487166,75.99054858,-5165094.88,10330195.76,470.39
g3,n10e4,td100,l99,n20,wgs,Constant,t0t120,9985.948592,9985.948592,-5141686.68,10283375.36,9999.780216,2371.37119,75.78155207,-5141570.03,10283146.06,229.3
g3,n10e4,td100,l99,n20,wgs,Constant,t0t120,9954.924748,9954.924748,-5127816.422,10255634.84,9971.983032,1950.339554,75.82072069,-5127635.666,10255277.33,357.51
g3,n10e4,td100,l99,n20,wgs,Constant,t0t120,10030.67516,10030.67516,-5158052.803,10316107.61,10051.53854,1606.727658,76.00267487,-5157794.662,10315595.32,512.29
g3,n10e4,td100,l99,n50,rad10k,Constant,t0t120,9893.237936,9893.237936,-15623.7383,31249.47659,9994.744266,884.2995458,57.03794399,-15618.17017,31242.34033,7.13626
g3,n10e4,td100,l99,n50,rad10k,Constant,t0t120,9857.021342,9857.021342,-15478.74822,30959.49645,9924.120627,1389.743384,56.77178097,-15476.21715,30958.43429,1.06216
g3,n10e4,td100,l99,n50,rad10k,Constant,t0t120,9681.701145,9681.701145,-15307.85863,30617.71726,9815.795468,633.1980939,57.30913105,-15297.91145,30601.82289,15.89437
g3,n10e4,td100,l99,n50,rad10k,Constant,t0t120,9803.98703,9803.98703,-15647.51795,31297.0359,9939.411387,671.8325493,57.26622539,-15637.62563,31281.25126,15.78464
g3,n10e4,td100,l99,n50,rad10k,Constant,t0t120,9911.602714,9911.602714,-15908.21791,31818.43582,10023.40926,675.8879379,47.36585002,-15901.41521,31808.83041,9.60541
g3,n10e4,td100,l99,n50,rad50k,Constant,t0t120,9579.454571,9579.454571,-76805.05802,153612.116,9695.535959,806.3009903,57.22308443,-76770.02943,153546.0589,66.0571
g3,n10e4,td100,l99,n50,rad50k,Constant,t0t120,9679.649575,9679.649575,-77171.77114,154345.5423,9789.027611,1808.202452,118.7278415,-77138.5228,154283.0456,62.4967
g3,n10e4,td100,l99,n50,rad50k,Constant,t0t120,9885.95397,9885.95397,-77967.37976,155936.7595,9938.306147,1834.011783,57.17478474,-77959.77642,155925.5528,11.2067
g3,n10e4,td100,l99,n50,rad50k,Constant,t0t120,9695.123282,9695.123282,-77380.37902,154762.758,9819.727899,743.9306569,57.27282012,-77340.28032,154686.5606,76.1974
g3,n10e4,td100,l99,n50,rad50k,Constant,t0t120,9840.564446,9840.564446,-77929.09967,155860.1993,9920.03632,987.2398744,47.33390794,-77911.80531,155829.6106,30.5887
g3,n10e4,td100,l99,n50,wgs,Constant,t0t120,9822.745028,9822.745028,-7873582.973,15747167.95,9932.529563,1264.24583,82.99206947,-7870123.006,15740252.01,6915.94
g3,n10e4,td100,l99,n50,wgs,Constant,t0t120,9815.592169,9815.592169,-7858715.971,15717433.94,9916.209233,1167.318129,70.59194518,-7855923.273,15711852.55,5581.39
g3,n10e4,td100,l99,n50,wgs,Constant,t0t120,9877.697028,9877.697028,-7895758.312,15791518.62,9991.478766,1004.379779,70.57673848,-7892130.805,15784267.61,7251.01
g3,n10e4,td100,l99,n50,wgs,Constant,t0t120,9896.964179,9896.964179,-7904160.373,15808322.75,9990.167792,1265.812302,70.58869025,-7901760.496,15803526.99,4795.76
g3,n10e4,td100,l99,n50,wgs,Constant,t0t120,9851.561209,9851.561209,-7894018.367,15788038.73,9961.176722,1438.580545,94.52145609,-7890483.657,15780973.31,7065.42
g3,n10e4,td190,l95,n100,rad10k,Constant,t0t120,9327.579853,9327.579853,-19810.53429,39623.06858,9311.445666,12146.36825,55.02868631,-19810.49325,39626.98649,-3.91791
g3,n10e4,td190,l95,n100,rad10k,Constant,t0t120,9495.372947,9495.372947,-20685.26149,41372.52298,9681.546136,3753.808857,119.7702946,-20680.33157,41366.66314,5.85984
g3,n10e4,td190,l95,n100,rad10k,Constant,t0t120,9545.972469,9545.972469,-20266.13271,40534.26542,9513.753502,17645.20303,52.95985549,-20265.96193,40537.92387,-3.65845
g3,n10e4,td190,l95,n100,rad10k,Constant,t0t120,9629.145104,9629.145104,-20421.86011,40845.72021,9759.088367,2662.803313,55.16151158,-20419.16227,40844.32453,1.39568
g3,n10e4,td190,l95,n100,rad10k,Constant,t0t120,9869.158993,9869.158993,-20720.94814,41443.89628,9936.110001,3032.660547,33.14544777,-20720.2123,41446.42461,-2.52833
g3,n10e4,td190,l95,n100,rad50k,Constant,t0t120,9538.741658,9538.741658,-100671.3142,201344.6285,9528.654637,11208.47668,55.02759743,-100671.2297,201348.4594,-3.8309
g3,n10e4,td190,l95,n100,rad50k,Constant,t0t120,9705.359201,9705.359201,-103168.5499,206339.0998,9800.218849,5490.644296,114.6016124,-103161.1539,206328.3078,10.792
g3,n10e4,td190,l95,n100,rad50k,Constant,t0t120,9470.50362,9470.50362,-100720.5089,201443.0178,9566.850586,5204.862976,113.7478213,-100713.2306,201432.4612,10.5566
g3,n10e4,td190,l95,n100,rad50k,Constant,t0t120,9688.097351,9688.097351,-102941.9428,205885.8856,9815.391288,1799.741824,33.71798515,-102930.572,205867.1441,18.7415
g3,n10e4,td190,l95,n100,rad50k,Constant,t0t120,9864.617484,9864.617484,-104164.0804,208330.1608,9964.184294,5330.742113,119.2864295,-104155.9397,208317.8795,12.2813
g3,n10e4,td190,l95,n100,wgs,Constant,t0t120,9718.576769,9718.576769,-10358318.72,20716639.44,9786.761333,2731.683025,28.89690918,-10357957.98,20715921.95,717.49
g3,n10e4,td190,l95,n100,wgs,Constant,t0t120,9668.848292,9668.848292,-10318624.42,20637250.84,9756.483347,2164.22274,28.92186794,-10318029.55,20636065.1,1185.74
g3,n10e4,td190,l95,n100,wgs,Constant,t0t120,9654.969514,9654.969514,-10327857.37,20655716.74,9740.964524,2224.725839,28.90505975,-10327290.71,20654587.42,1129.32
g3,n10e4,td190,l95,n100,wgs,Constant,t0t120,9698.760307,9698.760307,-10350880.48,20701762.96,9774.460406,2503.439427,28.90732793,-10350441.2,20700888.41,874.55
g3,n10e4,td190,l95,n100,wgs,Constant,t0t120,9737.309765,9737.309765,-10352282.23,20704566.45,9780.904437,3831.266388,28.84420608,-10352143.75,20704293.49,272.96
g3,n10e4,td190,l95,n200,rad10k,Constant,t0t120,8186.125471,8186.125471,-25393.04174,50788.08347,8710.45659,549.361607,11.87423448,-25383.91356,50773.82713,14.25634
g3,n10e4,td190,l95,n200,rad10k,Constant,t0t120,8762.485148,8762.485148,-26550.41995,53102.83991,9337.427618,488.9981178,11.84908007,-26538.64783,53083.29567,19.54424
g3,n10e4,td190,l95,n200,rad10k,Constant,t0t120,8593.843628,8593.843628,-26158.36445,52318.72891,9155.944092,619.0751687,14.23381267,-26147.86154,52301.72308,17.00583
g3,n10e4,td190,l95,n200,rad10k,Constant,t0t120,8511.88412,8511.88412,-26060.71316,52123.42632,8891.650849,5140.162905,119.6331858,-26055.65383,52117.30766,6.11866
g3,n10e4,td190,l95,n200,rad10k,Constant,t0t120,8491.13567,8491.13567,-26447.67983,52897.35965,9045.152473,4251.761228,119.9989049,-26436.97144,52879.94288,17.41677
g3,n10e4,td190,l95,n200,rad50k,Constant,t0t120,8567.948658,8567.948658,-129139.0481,258280.0962,8995.805775,4795.380177,119.5083793,-129105.4481,258216.8963,63.1999
g3,n10e4,td190,l95,n200,rad50k,Constant,t0t120,8591.195121,8591.195121,-129042.4902,258086.9805,8894.731414,1022.635328,11.87657481,-129025.877,258057.7539,29.2266
g3,n10e4,td190,l95,n200,rad50k,Constant,t0t120,8755.060706,8755.060706,-131317.8468,262637.6936,9149.792401,765.4549339,11.86251516,-131290.4325,262586.865,50.8286
g3,n10e4,td190,l95,n200,rad50k,Constant,t0t120,8798.171526,8798.171526,-131820.0506,263642.1012,9243.556353,664.4427729,11.87006131,-131784.7511,263575.5021,66.5991
g3,n10e4,td190,l95,n200,rad50k,Constant,t0t120,8884.114285,8884.114285,-133069.0188,266140.0377,9374.900226,588.8176286,11.8682861,-133025.6951,266057.3901,82.6476
g3,n10e4,td190,l95,n20,wgs,Constant,t0t120,10018.97405,10018.97405,-5140613.868,10281229.74,10014.68886,5000000,31.08301936,-5140591.874,10281189.75,39.99
g3,n10e4,td190,l95,n20,wgs,Constant,t0t120,10015.14081,10015.14081,-5165513.746,10331029.49,10044.78641,407.1881078,29.87122693,-5165059.951,10330125.9,903.59
g3,n10e4,td190,l95,n20,wgs,Constant,t0t120,10049.25145,10049.25145,-5159788.38,10319578.76,10044.02848,5000000,32.48601991,-5159742.868,10319491.74,87.02
g3,n10e4,td190,l95,n20,wgs,Constant,t0t120,10030.4367,10030.4367,-5133016.153,10266034.31,10026.17471,44232.85703,28.53119827,-5132969.214,10265944.43,89.88
g3,n10e4,td190,l95,n20,wgs,Constant,t0t120,10055.86266,10055.86266,-5158791.951,10317585.9,10051.4782,5000000,31.21895749,-5158767.434,10317540.87,45.03
g3,n10e4,td190,l95,n50,rad10k,Constant,t0t120,9546.419599,9546.419599,-15013.49592,30028.99184,9548.56502,8428.222561,54.87178353,-15013.49326,30032.98652,-3.99468
g3,n10e4,td190,l95,n50,rad10k,Constant,t0t120,9711.729198,9711.729198,-15386.45502,30774.91003,9697.489389,37482.14134,53.75285699,-15386.3379,30778.6758,-3.76577
g3,n10e4,td190,l95,n50,rad10k,Constant,t0t120,9859.795263,9859.795263,-15803.3387,31608.67741,9910.192264,1907.281782,55.15375431,-15801.924,31609.84799,-1.17058
g3,n10e4,td190,l95,n50,rad10k,Constant,t0t120,9957.505227,9957.505227,-15575.82508,31153.65017,9967.749476,5815.824977,54.80541036,-15575.76544,31157.53088,-3.88071
g3,n10e4,td190,l95,n50,rad10k,Constant,t0t120,10084.40858,10084.40858,-15804.43538,31610.87075,10130.92241,1221.788262,33.89152213,-15803.21608,31612.43217,-1.56142
g3,n10e4,td190,l95,n50,rad50k,Constant,t0t120,9721.171119,9721.171119,-76712.48208,153426.9642,9735.52547,4846.437127,55.05646284,-76711.89985,153429.7997,-2.8355
g3,n10e4,td190,l95,n50,rad50k,Constant,t0t120,9978.744851,9978.744851,-78647.00521,157296.0104,10008.44881,3022.40084,55.18679448,-78644.54868,157295.0974,0.913
g3,n10e4,td190,l95,n50,rad50k,Constant,t0t120,10120.19133,10120.19133,-79234.05623,158470.1125,10154.34918,2641.873846,55.20411367,-79230.64867,158467.2973,2.8152
g3,n10e4,td190,l95,n50,rad50k,Constant,t0t120,9797.180527,9797.180527,-76591.23219,153184.4644,9776.894317,197043.6687,54.67382603,-76590.16741,153186.3348,-1.8704
g3,n10e4,td190,l95,n50,rad50k,Constant,t0t120,9968.605847,9968.605847,-78510.06757,157022.1351,10017.2061,1187.216427,33.90339963,-78503.69551,157013.391,8.7441
g3,n10e4,td190,l95,n50,wgs,Constant,t0t120,9925.244317,9925.244317,-7860228.548,15720459.1,9941.398147,2933.397838,29.027567,-7860154.063,15720314.13,144.97
g3,n10e4,td190,l95,n50,wgs,Constant,t0t120,9981.853825,9981.853825,-7890834.406,15781670.81,9990.666646,4482.851994,28.77623669,-7890811.063,15781628.13,42.68
g3,n10e4,td190,l95,n50,wgs,Constant,t0t120,9918.060348,9918.060348,-7871044.576,15742091.15,9943.454852,1957.725496,29.15251049,-7870863.988,15741733.98,357.17
g3,n10e4,td190,l95,n50,wgs,Constant,t0t120,9967.545108,9967.545108,-7883606.921,15767215.84,9980.342673,3409.476284,28.13240027,-7883558.88,15767123.76,92.08
g3,n10e4,td190,l95,n50,wgs,Constant,t0t120,9918.467376,9918.467376,-7895494.577,15790991.15,9977.420335,846.6868646,29.57351113,-7894608.546,15789223.09,1768.06
