gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nh,Nc,Na,T,Ta,lnL,AIC2C,Nh1C,Nc1C,T1C,lnL1C,AIC1C,NhC,NcC,lnL,AICC,AIC2C-AIC1C,AIC2C-AICC,Nch,Nhh,Th,lnLh,AICh,AIC2C-AICh,AIC1C-AICh,AICC-AICh
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,10582.25949,2272.744596,104491.951,116.501181,11537.60964,-59794.83394,119599.6679,77022.41676,43.13153739,119.7645835,-59614.65374,119235.3075,64127.25514,64127.25514,-62716.03284,125434.0657,364.3603884,-5834.397807,8140.60592,97047.63088,7332.803282,-60214.01236,120434.0247,-834.3568253,-1198.717225,5000.040975
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,9370.75534,3302.457083,100491.8856,112.2315263,9330.295515,-93230.46015,186470.9203,65647.37802,774.5792915,85.72118695,-95583.78492,191173.5698,62834.64907,62834.64907,-96435.78076,192873.5615,-4702.649551,-6402.641215,6435.414533,87493.80093,4767.725471,-94191.55003,188389.1001,-1918.179751,2784.469749,4484.461449
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,10789.4601,3118.514446,709776.8767,113.1358056,55104.89051,-164697.8217,329405.6434,64748.17741,2602.795027,78.78495373,-166826.2366,333658.4732,64174.62818,64174.62818,-167198.2048,334398.4095,-4252.829788,-4992.766139,7786.527469,92142.18137,6571.445022,-165950.1482,331906.2965,-2500.653095,1752.176705,2492.113005
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,8141.80281,5303.91392,93816.87313,107.43531,6903.126956,-59591.36237,119192.7247,77456.77908,29.33437838,84.88586164,-60045.48733,120096.9747,64546.5128,64546.5128,-63232.96907,126467.9381,-904.2499182,-7275.213415,7736.014863,96757.58797,7065.62401,-59327.8192,118661.6384,531.0863009,1435.336301,7806.299701
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,9524.316918,3208.730102,97075.93695,112.1672044,8872.948895,-93065.63209,186141.2642,65850.96517,751.2789931,85.56317487,-96162.49393,192330.9879,62964.38356,62964.38356,-97051.18041,194104.3608,-6189.723682,-7963.096631,6492.288271,90498.29028,5349.835627,-92710.16814,185426.3363,714.927926,6904.651626,8678.024526
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,10715.92304,2702.340076,813681.3258,119.9897943,57918.28263,-164524.8168,329059.6335,65276.54491,2335.092204,80.72947339,-167702.9776,335411.9553,64678.31223,64678.31223,-168109.6313,336221.2626,-6352.321743,-7161.629072,7813.052365,94387.86522,7185.427464,-163895.6064,327797.2128,1262.420669,7614.742469,8424.049769
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0,9889.120301,1666.603189,98201.97918,46.9287479,9628.942243,-59569.4871,119148.9742,77105.82302,43.21254574,113.8313308,-60512.78783,121031.5757,64810.50976,64810.50976,-63567.12913,127136.2583,-1882.601472,-7987.284074,7765.521326,92419.16372,6370.626602,-59574.72175,119155.4435,-6.469298178,1876.132202,7980.814802
g1,n10e4,td100,l99,n500,n100,rad10k,2change,t0t120,9845.16366,3485.137819,97515.38048,116.9564054,9436.124704,-92895.86538,185801.7308,66134.17965,757.9244459,85.69065724,-96970.96545,193947.9309,63226.46712,63226.46712,-97868.95783,195739.9157,-8146.200136,-9938.184894,6539.259315,86245.87135,4785.658485,-92931.64102,185869.282,-67.55123136,8078.648869,9870.633669
g1,n10e4,td100,l99,n500,n100,rad10k,2change,all,9959.126101,3799.082047,96904.16968,119.9366646,9455.511187,-163633.8311,327277.6623,65458.88328,2610.585313,77.3405427,-168822.246,337650.492,64817.79804,64817.79804,-169239.8454,338481.6908,-10372.82974,-11204.02851,8036.102435,89856.52334,6524.996696,-163660.047,327326.094,-48.43169811,10324.398,11155.5968
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,9431.099653,708.5011095,100267.2296,16.63623573,9335.594623,-299705.6885,599421.3769,77250.88559,38.80599016,106.6170497,-301109.6951,602225.3902,64589.41756,64589.41756,-316679.2782,633360.5563,-2804.01327,-33939.17941,7588.771865,91977.25751,6155.569484,-297275.1468,594556.2937,4865.083213,7669.096513,38804.26261
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,9852.462827,3391.146953,101118.9258,116.8692259,9961.115566,-468251.5465,936513.093,65949.82394,61.25447451,10.00471674,-482700.4678,965406.9355,63171.11087,63171.11087,-486980.8253,973963.6507,-28893.84247,-37450.55763,6006.627548,85138.55366,4229.327201,-465083.5469,930173.0938,6339.999196,35233.8417,43790.5569
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,9880.477173,3390.949918,101719.77,119.9318247,10054.07879,-827138.6182,1654287.236,65370.64725,2389.481183,81.31719808,-842187.2572,1684380.514,64791.0826,64791.0826,-844058.235,1688118.47,-30093.27804,-33831.23369,7337.357923,88566.60891,5752.613288,-821215.9063,1642437.813,11849.42342,41942.70142,45680.65742
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,9112.458631,3176.73827,97116.41319,57.91260269,8506.855628,-298525.7265,597061.453,76341.77666,34.11092895,92.52421891,-300002.4864,600010.9729,64134.97383,64134.97383,-315149.0088,630300.0177,-2949.519833,-33238.56466,7710.469793,94906.739,6595.38606,-299728.6816,599463.3633,-2401.91027,547.6096302,30836.65443
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,9805.697778,3052.147909,97137.81607,104.5528559,9195.177789,-466210.8287,932431.6574,65463.96294,98.05620534,15.07442711,-480384.3358,960774.6717,62667.00781,62667.00781,-484691.0435,969384.0871,-28343.01432,-36952.4297,6431.627743,88054.64056,4828.441633,-468442.6091,936891.2183,-4459.560887,23883.45341,32492.86881
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,9953.174885,3263.265648,97803.1199,119.7141333,9507.907266,-823498.8754,1647007.751,64635.46028,38914.19143,12.08607069,-838306.0706,1676618.141,64179.69449,64179.69449,-840037.4224,1680076.845,-29610.39029,-33069.09397,7663.263822,92478.91248,6422.904242,-827309.6818,1654625.364,-7617.612589,21992.77741,25451.48141
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,9576.057425,2080.15927,98059.67725,54.62570634,8956.082488,-301714.4476,603438.8951,76775.74209,37.14979462,99.55989553,-301822.838,603651.676,64530.81036,64530.81036,-317254.7785,634511.557,-212.7808593,-31072.66187,7904.941874,93783.31355,6697.449754,-298535.8407,597077.6814,6361.213714,6573.994614,37433.87561
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,10079.8016,3129.363996,100080.239,112.0856405,9859.350388,-471703.0389,943416.0779,65904.25019,726.0947314,85.72736673,-483841.1745,967688.349,62898.90446,62898.90446,-488576.6282,977155.2563,-24272.27113,-33739.17848,6368.321856,85936.11426,4542.685771,-466404.4452,932814.8904,10601.18748,34873.45858,44340.36588
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,11150.42982,3338.955179,664067.1925,95.72420326,55500.67399,-831840.0161,1663690.032,65306.68965,2407.84699,78.91241775,-844509.0198,1689024.04,64601.81342,64601.81342,-846648.799,1693299.598,-25334.0075,-29609.56577,7561.87328,89217.056,5944.170131,-823688.5847,1647383.169,16306.86252,41640.87052,45916.42852
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,11733.52181,1528.131178,117312.2037,74.48686491,16247.73796,-297263.5238,594537.0475,75979.80783,43.13443601,113.480278,-298589.483,597184.966,63845.79782,63845.79782,-313873.4007,627748.8013,-2647.918504,-33211.75377,7707.649624,93169.97294,6291.96039,-300496.7805,600999.561,-6462.513496,-3814.594996,26749.2403
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,9965.613593,1399.615489,98838.73204,64.5462113,9830.705056,-464838.6983,929687.3965,65295.6279,722.9416382,85.70532708,-478939.5562,957885.1124,62304.15494,62304.15494,-483635.6306,967273.2611,-28197.7159,-37585.8646,6123.490853,86051.76638,4336.326742,-469957.3502,939920.7005,-10233.30397,17964.41193,27352.56063
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,11187.25399,2688.37789,534542.3173,118.4835819,51155.51517,-820991.3439,1641992.688,64601.03279,2062.123279,83.30958778,-835428.5288,1670863.058,63955.7225,63955.7225,-837545.2205,1675092.441,-28870.36981,-33099.75327,7219.747249,88972.03674,5531.132769,-830034.3986,1660074.797,-18082.10918,10788.26082,15017.64382
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0,10255.47894,1330.640243,100504.1197,45.18719313,10306.84987,-300460.0557,600930.1114,77235.65634,30.74075761,84.85687564,-303092.7101,606191.4202,64840.97726,64840.97726,-318621.1814,637244.3629,-5261.308764,-36314.25148,7728.713599,93835.52912,6346.308948,-301734.6496,603475.2991,-2545.187739,2716.121061,33769.06376
g1,n10e4,td100,l99,n500,n100,rad50k,2change,t0t120,10176.68645,1707.766634,99877.50296,73.0436673,10078.8552,-469699.2228,939408.4456,66288.78172,759.5848258,85.70560204,-486013.4708,972032.9416,63415.65133,63415.65133,-490448.2984,980898.5969,-32624.49597,-41490.15125,6354.875417,87056.53767,4559.084963,-471922.4386,943850.8772,-4442.431596,28182.0644,37047.7197
g1,n10e4,td100,l99,n500,n100,rad50k,2change,all,11183.38557,3036.925908,688920.4418,103.130907,56625.49533,-829849.0938,1659708.188,65502.89038,2532.972056,77.67772962,-846617.0611,1693240.122,64923.42323,64923.42323,-848723.0544,1697448.109,-33531.93459,-37739.9211,7299.90932,89761.98861,5648.113772,-831999.1865,1664004.373,-4296.184993,29235.74901,33443.73601
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9906.510542,3188.027665,99448.11453,119.583226,9741.710571,-30112929.22,60225868.45,76885.16114,36.8292961,99.94952911,-30191020.12,60382046.24,64289.4773,64289.4773,-31754127.08,63508256.16,-156177.7885,-3282387.714,7646.37248,93289.22452,6305.221674,-30115304.22,60230614.45,-4745.999575,151431.7904,3277641.71
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,9975.296607,2583.200325,100242.1459,94.90083726,10002.97322,-47051857.69,94103725.38,65688.30066,487.2180562,59.961371,-48435567.39,96871140.79,62787.37261,62787.37261,-48889009.63,97778021.25,-2767415.404,-3674295.87,6215.595072,86532.18647,4510.608183,-47074419.32,94148844.64,-45119.26204,2722296.148,3629176.608
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,10009.56068,3270.321017,99797.57385,109.4944143,9934.297738,-83135923.21,166271856.4,65020.89928,2710.576144,75.89519153,-84399181.54,168798369.1,64389.14624,64389.14624,-84605699.43,169211400.9,-2526512.673,-2939544.457,8855.827571,3292984.216,72852.40706,-83172642.46,166345290.9,-73434.51563,2453078.184,2866109.984
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9712.401095,2644.293594,99861.53016,84.70691033,9643.141484,-30054001.91,60108013.82,76787.20051,10.11064552,32.30853264,-30168581.78,60337169.57,64230.09169,64230.09169,-31729551.34,63459104.69,-229155.7497,-3351090.868,7584.86277,93896.22325,6340.303951,-30092742.83,60185491.66,-77477.83552,151677.9145,3273613.034
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,9911.360852,2602.054192,100256.0812,94.59416956,9930.235483,-46996333.51,93992677.01,65621.24597,480.1408884,59.93591069,-48407148.39,96814302.79,62685.87332,62685.87332,-48869108.74,97738219.47,-2821625.774,-3745542.46,6272.201397,87075.30802,4621.990862,-47067389.32,94134784.64,-142107.6281,2679518.152,3603434.832
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,9987.733924,3584.451077,100685.3283,96.49043065,10095.64184,-82912537.24,165825084.5,64902.96402,2120.691679,82.83234062,-84413150.95,168826307.9,64282.38637,64282.38637,-84622596.81,169245195.6,-3001223.416,-3420111.126,8844.520669,2291769.884,66251.67277,-83149437.66,166298881.3,-473796.8203,2527426.58,2946314.28
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9628.46977,2693.266193,98960.0867,84.72755777,9399.578226,-30013284.49,60026578.99,76989.48221,41.73795315,113.4147168,-30225777.21,60451560.41,64385.26726,64385.26726,-31796397.19,63592796.37,-424981.4236,-3566217.383,7598.118036,93344.94457,6313.094587,-30015580.87,60031167.74,-4588.753773,420392.6662,3561628.626
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,9961.771216,2709.603753,99775.41462,96.74462077,9952.455314,-46927541.48,93855092.97,65776.16899,488.3022418,59.96638829,-48483635.23,96967276.46,62885.27022,62885.27022,-48935423.05,97870848.11,-3112183.494,-4015755.14,6307.930643,86481.47816,4611.397606,-46949189.99,93898385.99,-43293.01985,3068890.47,3972462.12
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,9886.99143,3302.807193,99091.61876,119.5512787,9726.418116,-82804916.74,165609843.5,65108.33345,2016.168004,86.03915397,-84614951.71,169229909.4,64510.01154,64510.01154,-84809822.72,169619647.4,-3620065.943,-4009803.966,8915.475137,3014177.139,71808.91183,-82837984.88,165675975.8,-66132.2683,3553933.632,3943671.632
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9665.510919,2637.971262,99810.10664,84.74636285,9545.471908,-30090365.42,60180740.84,76739.58763,10.55385532,33.22156453,-30250342.1,60500690.2,64328.64032,64328.64032,-31806679.18,63613360.36,-319949.3642,-3432619.522,7613.350685,93897.11303,6397.502196,-30056431.33,60112868.67,67872.1746,387821.5346,3500491.695
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,10029.94323,2402.969182,101301.737,88.94760174,10267.60642,-47044484.2,94088978.39,65696.57217,485.2188629,59.94923929,-48486596.09,96973198.17,62774.27896,62774.27896,-48944269.14,97888540.29,-2884219.779,-3799561.893,6225.891079,86772.9442,4543.885241,-47018277.31,94036560.62,52417.7736,2936637.554,3851979.674
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,9999.224373,3150.311209,101345.4383,119.9990704,10206.0048,-83115184.8,166230379.6,64996.49707,2416.536599,79.47146557,-84617045.93,169234097.9,64383.62474,64383.62474,-84821621.84,169643245.7,-3003718.274,-3412866.089,8759.010043,2840399.76,69425.89522,-82947570.06,165895146.1,335233.4789,3338951.779,3748099.579
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0,9880.456677,2462.764239,100215.3148,84.65892303,9924.750761,-30031700.78,60063411.56,76666.06558,10.47051108,33.27075272,-30150319.73,60300645.46,64169.93459,64169.93459,-31708448.52,63416899.04,-237233.8995,-3353487.474,7601.816525,93592.38057,6343.890125,-30034441.18,60068888.37,-5476.808536,231757.0915,3348010.671
g1,n10e4,td100,l99,n500,n100,wgs,2change,t0t120,9907.578408,2623.323208,100026.7044,97.45145925,9906.033328,-46971141.71,93942293.41,65524.33065,493.9796982,59.96763993,-48357180.67,96714367.33,62647.83137,62647.83137,-48802539.19,97605080.38,-2772073.921,-3662786.962,6136.552695,86373.78365,4442.914846,-46994014.15,93988034.31,-45740.89904,2726333.021,3617046.071
g1,n10e4,td100,l99,n500,n100,wgs,2change,all,10063.86933,2971.944315,100412.8321,119.912632,10148.43613,-82934049.36,165868108.7,64814.98154,2400.478564,80.77216331,-84286856.1,168573718.2,64227.63503,64227.63503,-84479500.34,168959002.7,-2705609.492,-3090893.966,8783.442305,3091548.875,71167.60371,-82973294.34,165946594.7,-78485.97656,2627123.523,3012408.023
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,7775.448683,4999891.578,95721.70456,72.03557916,6945.008334,-17796654.29,35593318.57,82574.93164,10,44.92868204,-17827672.45,35655350.9,64393.13429,64393.13429,-18657607.47,37315216.93,-62032.32438,-1721898.36,8817.721884,97645.71036,8342.545144,-17766603.52,35533213.03,60105.53563,122137.8656,1782003.896
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,9858.498722,2771.101253,100076.5067,76.3243629,9859.5136,-27541632.75,55083275.5,65557.81163,279.61166,60.2446461,-28400799.57,56801605.14,64778.98011,64778.98011,-28464863.76,56929729.51,-1718329.638,-1846454.009,7208.237072,91974.90857,5769.637428,-27570402.21,55140810.41,-57534.91444,1660794.726,1788919.096
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9561.96785,6270.337907,99368.20968,42.36360418,9348.719399,-47555556.36,95111122.72,65226.73869,6007.156732,46.57620944,-48399173.75,96798353.5,64899.23105,64899.23105,-48438310.15,96876622.3,-1687230.774,-1765499.583,9236.930842,97466.46033,8710.252014,-47418218.86,94836443.73,274678.9931,1961909.773,2040178.573
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,10081.96647,1107.830331,100101.4967,42.22584699,10093.26533,-17811012.05,35622034.09,81967.44168,10,44.19542123,-17788425.61,35576857.23,64164.5712,64164.5712,-18605910.59,37211823.18,45176.86382,-1589789.082,8669.020716,98590.67309,8297.203386,-17806422.32,35612850.64,9183.451491,-35993.40851,1598972.541
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,9777.927025,2167.815872,98948.39491,79.3710533,9507.548968,-27641344.36,55282698.72,65378.87879,44.54273892,13.22307716,-28341210.14,56682426.28,64566.5038,64566.5038,-28411631.61,56823265.22,-1399727.554,-1540566.495,8220.839081,94841.8762,7145.603811,-27628945.29,55257896.58,24802.13643,1424529.696,1565368.636
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9908.814495,6435.546133,99359.25471,45.96530673,9702.520052,-47535679.18,95071368.35,65001.83346,5195.891392,49.48144741,-48200723.3,96401452.6,64646.01254,64646.01254,-48239740.88,96479483.75,-1330084.248,-1408115.401,9094.691606,97987.48641,8590.5934,-47606855.7,95213717.4,-142349.053,1187735.197,1265766.347
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,8008.199658,4999955.185,96146.5675,72.07204685,7288.440615,-17766635.1,35533280.2,81856.2299,10,44.0665202,-17780123.88,35560253.76,64120.9821,64120.9821,-18594037.21,37188076.43,-26973.56356,-1654796.229,8758.910086,97328.70905,8175.234345,-17811085.01,35622176.02,-88895.82499,-61922.26499,1565900.405
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,9508.661052,1985.643173,98524.19051,78.10082055,9153.348105,-27567692.1,55135394.2,65270.61996,249.1175371,60.25355704,-28332980.97,56665967.95,64411.66973,64411.66973,-28409521.29,56819044.59,-1530573.75,-1683650.392,7703.180767,92654.22751,6306.066852,-27643826.64,55287659.28,-152265.0779,1378308.672,1531385.312
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,10044.64018,4692.127749,100438.1483,68.57995302,10169.79323,-47416993.76,94833997.52,64982.08288,7961.785558,41.13463821,-48178251.8,96356509.6,64641.00721,64641.00721,-48216813.19,96433628.39,-1522512.08,-1599630.865,9211.582276,97168.30759,8523.985165,-47536386.71,95072779.43,-238781.9091,1283730.171,1360848.961
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,9502.415495,598.3649163,100648.211,14.72876267,9561.782279,-17806389.32,35612788.63,82207.0725,10,44.3919536,-17817088.83,35634183.65,64290.32125,64290.32125,-18641000.28,37282002.55,-21395.02305,-1669213.922,8951.777131,98127.15055,8594.507904,-17757672.6,35515351.2,97437.43202,118832.452,1766651.352
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,10005.09659,2438.795248,101019.5349,79.6880441,10188.63517,-27626956.18,55253922.35,65419.80586,297.4817646,60.23208414,-28316630.3,56633266.6,64688.373,64688.373,-28374314.36,56748630.73,-1379344.246,-1494708.375,6948.367446,90699.22103,5385.582434,-27576518.59,55153043.18,100879.1666,1480223.417,1595587.547
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9972.104605,4240.048841,101459.9603,77.64979033,10216.35521,-47605557.53,95211125.05,65136.73593,9597.237234,37.55766911,-48351859.07,96703724.15,64793.8997,64793.8997,-48389593.03,96779188.06,-1492599.097,-1568063.011,9150.158553,96512.57837,8412.72179,-47397962.57,94795931.14,415193.9122,1907793.012,1983256.922
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0,8934.1774,9758.487471,98012.95884,33.04255873,8557.154459,-17757672.53,35515355.06,82053.30305,10.00165644,44.03973721,-17832059.7,35664125.41,64292.25783,64292.25783,-18650350.09,37300702.18,-148770.3417,-1785347.115,8621.266966,97379.97185,8044.863977,-17796521.98,35593049.97,-77694.90743,71075.44257,1707652.213
g1,n10e4,td100,l99,n500,n20,wgs,2change,t0t120,9946.867662,1615.447622,99187.6916,77.20137978,9819.065591,-27572313.4,55144636.8,65472.28623,269.9270031,60.23871438,-28410128.54,56820263.07,64676.70618,64676.70618,-28478128.36,56956258.72,-1675626.275,-1811621.928,8567.387852,95618.86197,7650.998275,-27542896.53,55085799.06,58837.74075,1734464.011,1870459.661
g1,n10e4,td100,l99,n500,n20,wgs,2change,all,9771.896837,6645.937934,98221.55012,35.24084456,9378.466343,-47396887.63,94793785.27,65236.33695,11060.59965,35.01792536,-48320588.87,96641183.74,64885.70309,64885.70309,-48357057.61,96714117.22,-1847398.473,-1920331.952,8761.512479,96463.98237,7969.810785,-47556409.06,95112824.12,-319038.8467,1528359.623,1601293.103
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,9870.582437,2679.339506,100353.0847,119.9966323,9824.856807,-70218.70406,140447.4081,74762.47659,49.21008004,114.0811033,-70381.16154,140768.3231,64032.34332,64032.34332,-74110.75781,148223.5156,-320.9149634,-7776.107503,7813.07552,252228.1807,22837.19447,-70275.76163,140557.5233,-110.1151697,210.7998303,7665.99233
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,9689.475215,16678.7644,102044.5532,33.59894274,9864.97256,-111571.2748,223152.5495,65448.27149,78.20777553,11.51080931,-114646.1072,229298.2144,55396.51687,55396.51687,-116926.2557,233854.5114,-6145.664912,-10701.96185,5912.186497,85912.96967,4386.290758,-111625.3569,223256.7137,-104.164236,6041.500664,10597.79766
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,9912.000714,3592.442305,103708.533,94.50567198,10448.30018,-197446.5794,394903.1589,64687.92953,2222.090087,89.91465968,-200523.4046,401052.8091,62553.31808,62553.31808,-201434.1213,402870.2426,-6149.650236,-7967.083779,6288.009126,87737.48866,4841.705541,-197533.8738,395073.7477,-170.5887914,5979.061409,7796.494909
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,11273.31852,2594.039928,112527.0539,120,14201.44607,-70765.0989,141540.1978,75443.41337,37.90963639,94.95491843,-70072.94922,140151.8984,64142.60485,64142.60485,-73840.90668,147683.8134,1388.299364,-6143.615546,7246.28919,93786.27772,5918.520179,-70785.74825,141577.4965,-37.29869844,-1425.598098,6106.316902
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,10332.20101,25495.32251,106192.1365,42.47933261,11139.33926,-112365.5326,224741.0652,65669.11364,96.59828205,13.36627844,-114067.9372,228141.8744,56150.76131,56150.76131,-116217.9118,232437.8235,-3400.809284,-7696.758356,5988.976382,85981.72541,4393.70384,-112431.9173,224869.8347,-128.7694526,3272.039747,7567.988847
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,10259.00412,3607.925965,103565.4901,95.82574188,10743.34564,-198945.3978,397900.7956,64739.42874,2235.057435,87.09325281,-199925.7178,399857.4355,62356.13591,62356.13591,-200944.0061,401890.0122,-1956.639879,-3989.216528,6494.784416,87317.05094,4903.029698,-199036.6336,398079.2671,-178.4715056,1778.168394,3810.745094
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,10416.86184,2880.021362,99122.44885,119.9999871,10402.4124,-70113.51971,140237.0394,75335.57387,50.61812109,114.0195546,-71222.54478,142451.0896,64792.87983,64792.87983,-74883.20397,149768.4079,-2214.050141,-9531.368533,6675.465701,92814.57739,5403.382606,-69669.87668,139345.7534,891.2860388,3105.336239,10422.65454
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,9775.960327,25669.89793,98302.14447,44.91109077,9395.086418,-111298.5766,222607.1531,66260.29622,527.492474,57.22871902,-115700.4981,231406.9962,56323.48524,56323.48524,-117952.4064,235906.8128,-8799.843128,-13299.65971,6168.653103,87725.19217,4914.860692,-110817.2142,221640.4285,966.7246089,9766.567709,14266.38431
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,10160.52141,3307.621251,98116.00179,114.9714189,9915.387875,-197039.3897,394088.7795,65327.48235,2657.104433,80.97168563,-202412.094,404830.188,62962.52572,62962.52572,-203460.848,406923.696,-10741.40858,-12834.91652,6595.524537,89120.46681,5515.946735,-196566.5642,393139.1283,949.6511557,11691.05966,13784.56766
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,9972.420911,2769.132959,104977.1928,119.9999997,11066.72459,-69654.93555,139319.8711,73958.36367,52.34066887,113.7008947,-70541.37721,141088.7544,63889.47166,63889.47166,-74149.29058,148300.5812,-1768.883326,-8980.710063,7029.916681,89782.48105,5276.255864,-70129.21395,140264.4279,-944.5567908,824.3265092,8036.153309
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,10587.18955,17520.28845,238375.0866,30.36309502,30322.60173,-110752.4583,221514.9166,65318.13391,140.8325352,18.65435781,-114518.2782,229042.5563,55531.37071,55531.37071,-116720.9647,233443.9294,-7527.639675,-11929.0128,6031.206658,83266.31628,4234.052015,-111366.3028,222738.6055,-1223.688912,6303.950788,10705.32389
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,10268.06191,3096.559219,109433.8668,119.955851,12317.58913,-196463.1296,392936.2591,64289.53963,2427.048515,85.02311869,-200404.2844,400814.5688,61993.62992,61993.62992,-201394.4015,402790.803,-7878.309673,-9854.543891,6614.314197,84683.30225,4888.797264,-197130.2705,394266.5409,-1330.281825,6548.027875,8524.262075
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0,9232.688576,3257.54584,95897.78903,119.999734,8354.859363,-69978.66361,139967.3272,75568.27232,38.8638183,95.01708193,-70603.04474,141212.0895,64462.15337,64462.15337,-74425.42224,148852.8445,-1244.762259,-8885.517253,6654.572845,89850.89781,4945.026768,-69988.9897,139983.9794,-16.65219991,1228.1101,8868.8651
g1,n10e4,td100,l99,n500,n200,rad10k,2change,t0t120,8809.626357,13931.22059,94313.83425,32.79515619,7772.689789,-111338.2071,222686.4142,65888.24981,832.4608476,83.69579861,-114942.994,229891.9879,55982.6233,55982.6233,-117176.8839,234355.7679,-7205.57373,-11669.35366,5839.172815,83767.90282,4087.109388,-111395.414,222796.828,-110.4138266,7095.159873,11558.93987
g1,n10e4,td100,l99,n500,n200,rad10k,2change,all,9753.018138,3470.06148,98935.37053,119.994262,9350.352579,-197010.94,394031.88,65075.14633,2651.300457,80.30284357,-200960.5592,401927.1184,62635.73525,62635.73525,-202043.5099,404089.0199,-7895.238414,-10057.13986,6713.950724,87387.22844,5095.376422,-197081.6473,394169.2946,-137.4146491,7757.823751,9919.725251
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0,10397.87267,3013.094737,100683.9407,119.9953934,10512.15564,-353501.4588,707012.9175,75240.50644,51.09139075,113.7660164,-357033.7857,714073.5713,64809.96414,64809.96414,-375450.4141,750902.8283,-7060.653789,-43889.91073,7069.93013,91042.4708,5471.184893,-350955.3706,701916.7411,5096.176392,12156.83019,48986.08719
g1,n10e4,td100,l99,n500,n200,rad50k,2change,t0t120,9456.867847,15516.66938,99287.19238,31.99623264,9295.169892,-561919.2283,1123848.457,66390.94353,813.0128708,81.69690512,-580405.9482,1160817.896,56561.50634,56561.50634,-591581.6901,1183165.38,-36969.43988,-59316.92371,5869.120964,83361.48172,4067.841,-558270.2684,1116546.537,7301.920263,44271.35926,66618.84326
