gentime,NeAnc,td,lambda,maxn,sampn,data,model,scheme,Nh,Nc,Na,T,Ta,lnL,AIC2C,Nh1C,Nc1C,T1C,lnL1C,AIC1C,NhC,NcC,lnL,AICC,AIC2C-AIC1C,AIC2C-AICC
g1,n10e4,td190,l95,n500,n50,rad10k,2change,t0t120,9772.209843,4568.609059,102815.8436,83.2790707,10395.06639,-75556.60825,151123.2165,65347.27612,358.2242899,42.11719735,-77949.70052,155905.401,64450.35133,64450.35133,-78177.80849,156357.617,-4782.184541,-5234.400487
g1,n10e4,td190,l95,n500,n50,rad10k,2change,all,10183.25996,4070.563709,104162.1413,119.9867936,11145.50615,-133377.8203,266765.6406,64906.26551,1830.154063,87.08354526,-135808.2507,271622.5014,64671.16681,64671.16681,-135940.479,271882.958,-4856.860798,-5117.317356
g1,n10e4,td190,l95,n500,n50,rad50k,2change,t0,9054.349517,4978037.665,97927.717,25.90375228,8673.723155,-246690.6808,493391.3616,78983.70492,38.36613958,115.6887545,-250204.6719,500415.3437,64909.92761,64909.92761,-262202.4444,524406.8888,-7023.98208,-31015.52721
g1,n10e4,td190,l95,n500,n50,rad50k,2change,t0t120,10039.79544,5562.417373,100409.5422,93.64556948,10285.06073,-377819.0058,755648.0115,65920.62232,582.3449482,63.33386524,-393907.5135,787821.0269,65014.3818,65014.3818,-395065.6672,790133.3344,-32173.01542,-34485.3229
g1,n10e4,td190,l95,n500,n50,rad50k,2change,all,9850.364416,9132.464284,98604.75382,42.69341433,9727.490893,-663843.1626,1327696.325,65457.995,5090.920091,59.54600392,-685174.2369,1370354.474,65266.4176,65266.4176,-685810.1397,1371622.279,-42658.14861,-43925.95438
g1,n10e4,td190,l95,n500,n50,rad50k,2change,t0,10159.22273,1383.043312,102279.0188,10.04180934,10719.6219,-247867.3721,495744.7443,78140.8686,39.21014229,115.6734065,-248847.6671,497701.3341,64442.9205,64442.9205,-260480.1025,520962.2051,-1956.589863,-25217.46082
g1,n10e4,td190,l95,n500,n50,rad50k,2change,t0t120,10095.57486,4947.644078,101647.4102,119.9499052,10511.51977,-379817.6459,759645.2918,65426.85569,535.5640419,63.5250852,-391489.1129,782984.2258,64443.03911,64443.03911,-392807.0513,785616.1025,-23338.93395,-25970.81072
g1,n10e4,td190,l95,n500,n50,rad50k,2change,all,10084.30669,10151.3908,102739.2822,38.61577065,10710.45953,-665605.6282,1331221.256,65101.16706,2638.41841,80.83498891,-677640.2945,1355286.589,64907.14694,64907.14694,-678125.9085,1356253.817,-24065.33276,-25032.56069
g1,n10e4,td190,l95,n500,n50,rad50k,2change,t0,9931.059178,830.2249134,100933.5513,10.01736753,9968.910959,-249319.6055,498649.211,78472.5869,39.33388016,115.6753202,-250097.1155,500200.2309,64753.42555,64753.42555,-262014.0804,524030.1608,-1551.019882,-25380.94973
g1,n10e4,td190,l95,n500,n50,rad50k,2change,t0t120,9746.903908,5118.01213,99696.1864,89.60814273,9503.870137,-382014.1886,764038.3773,65899.83967,135.2261012,20.21052387,-395004.8732,790015.7463,64914.33487,64914.33487,-396346.4012,792694.8024,-25977.36907,-28656.42518
g1,n10e4,td190,l95,n500,n50,rad50k,2change,all,9912.517189,4941.350853,100657.7082,119.8796573,9869.653097,-673003.0985,1346016.197,65417.46473,3010.396989,72.10537451,-685246.9084,1370499.817,65224.19899,65224.19899,-685916.9551,1371835.91,-24483.61991,-25819.71324
g1,n10e4,td190,l95,n500,n50,rad50k,2change,t0,11118.04404,255.4012898,103266.9122,10.28043335,11906.75217,-249260.1195,498530.2389,77929.48846,38.89911374,115.675404,-247660.5686,495327.1372,64177.62933,64177.62933,-259316.087,518634.1741,3203.101735,-20103.93516
g1,n10e4,td190,l95,n500,n50,rad50k,2change,t0t120,10478.50357,4581.302296,101270.1451,118.7243797,10676.21485,-383464.5495,766939.0991,65138.47265,601.4956681,63.22841645,-389462.4924,778930.9848,64257.31875,64257.31875,-390554.2317,781110.4634,-11991.88574,-14171.36427
g1,n10e4,td190,l95,n500,n50,rad50k,2change,all,10391.37709,4619.92944,101018.284,119.9932919,10519.6924,-673369.8569,1346749.714,64595.40438,2813.421787,77.49181567,-675719.274,1351444.548,64396.69264,64396.69264,-676240.6735,1352483.347,-4694.834229,-5733.633225
g1,n10e4,td190,l95,n500,n50,rad50k,2change,t0,9515.149161,6877.210194,96661.0335,72.39614347,8839.826656,-247550.1315,495110.2629,77680.91976,15.63076341,50.80497029,-248431.2699,496868.5398,64236.46241,64236.46241,-260113.6299,520229.2597,-1758.276881,-25118.9968
g1,n10e4,td190,l95,n500,n50,rad50k,2change,t0t120,9898.542164,3877.931104,97584.42968,83.31583854,9409.327056,-379918.2054,759846.4108,65342.57744,668.5520932,75.12110274,-391479.5839,782965.1678,64370.74655,64370.74655,-392751.6265,785505.253,-23118.75703,-25658.84217
g1,n10e4,td190,l95,n500,n50,rad50k,2change,all,10230.91315,5530.037634,99632.36821,119.9756893,10240.3107,-667335.2333,1334680.467,64794.25788,22300.10996,25.27067944,-679194.5511,1358395.102,64644.30035,64644.30035,-679741.682,1359485.364,-23714.63548,-24804.89728
g1,n10e4,td190,l95,n500,n50,wgs,2change,t0,9629.860391,5594.724514,98383.23918,106.9756744,9302.624782,-24862661.54,49725333.09,77749.87863,25.8482354,79.67861274,-24974927.79,49949861.58,64200.15324,64200.15324,-26149231.85,52298465.69,-224528.4911,-2573132.604
g1,n10e4,td190,l95,n500,n50,wgs,2change,t0t120,9864.07414,2377.948912,99391.04229,64.88107519,9777.734481,-38213750.85,76427511.7,65253.118,373.9776758,42.70029789,-39284360.16,78568726.31,64376.64363,64376.64363,-39395568.36,78791138.73,-2141214.612,-2363627.029
g1,n10e4,td190,l95,n500,n50,wgs,2change,all,10008.34096,4654.616574,99369.95616,117.2271537,9917.336158,-67102086.95,134204183.9,64749.90568,4975.128331,62.26037932,-68128979.27,136257964.5,64571.5506,64571.5506,-68181407.57,136362817.1,-2053780.63,-2158633.24
g1,n10e4,td190,l95,n500,n50,wgs,2change,t0,10320.02053,4793.255119,101434.1192,107.8673653,10630.42799,-25004138.22,50008286.45,78132.30557,25.67187016,79.67755433,-25063622.52,50127251.03,64448.3803,64448.3803,-26251230.25,52502462.5,-118964.5854,-2494176.049
g1,n10e4,td190,l95,n500,n50,wgs,2change,t0t120,10201.62754,2572.594666,101133.5743,62.72859522,10438.65649,-38340048.3,76680106.6,65511.91104,450.1086829,51.51723088,-39466383.06,78932772.12,64599.60452,64599.60452,-39583765.09,79167532.17,-2252665.517,-2487425.57
g1,n10e4,td190,l95,n500,n50,wgs,2change,all,10302.534,7010.518288,101874.2071,117.1224914,10692.8721,-67294100.01,134588210,64965.87118,4126.232488,65.17895366,-68474419.59,136948845.2,64784.78766,64784.78766,-68535875.33,137071752.7,-2360635.156,-2483542.649
g1,n10e4,td190,l95,n500,n50,wgs,2change,t0,10161.32921,5165.006514,100198.9305,107.4782999,10227.67771,-24963672.03,49927354.07,78408.04927,25.45401022,79.67693415,-25095014.73,50190035.45,64587.65383,64587.65383,-26285780.14,52571562.28,-262681.3874,-2644208.216
g1,n10e4,td190,l95,n500,n50,wgs,2change,t0t120,9974.503318,2808.152623,99447.70165,61.91843371,9849.537746,-38254823.9,76509657.8,65578.58015,491.7780731,55.85861397,-39514379.43,79028764.85,64672.17707,64672.17707,-39638510.23,79277022.47,-2519107.05,-2767364.664
g1,n10e4,td190,l95,n500,n50,wgs,2change,all,10277.11703,5650.029043,100115.2545,117.2235758,10343.71154,-67290639.49,134581289,65217.64417,3141.415056,74.53316758,-68500091.96,137000189.9,65025.00502,65025.00502,-68552395.29,137104792.6,-2418900.941,-2523503.615
g1,n10e4,td190,l95,n500,n50,wgs,2change,t0,9957.892696,5500.625596,98776.75632,109.0882506,9683.834903,-24975015.96,49950041.92,78180.21496,25.19263772,79.75302152,-24947890.99,49895787.97,64267.6336,64267.6336,-26148645.84,52297293.68,54253.94787,-2347251.759
g1,n10e4,td190,l95,n500,n50,wgs,2change,t0t120,9911.124622,2964.897344,98563.1319,63.07514959,9576.23574,-38291103.4,76582216.79,65338.27497,622.5217953,73.51862856,-39389468.84,78778943.68,64343.72507,64343.72507,-39527219.47,79054440.94,-2196726.889,-2472224.143
g1,n10e4,td190,l95,n500,n50,wgs,2change,all,10058.12957,5281.622757,98641.76027,117.2583562,9758.684108,-67277565.76,134555141.5,64880.59753,2265.716582,79.99973303,-68302842.45,136605690.9,64640.53665,64640.53665,-68369335.72,136738673.4,-2050549.382,-2183531.91
g1,n10e4,td190,l95,n500,n50,wgs,2change,t0,10404.68517,4693.924977,100527.6458,107.2586169,10669.73532,-24883699.05,49767408.09,78167.07286,25.59916658,79.67724216,-25054064.51,50108135.03,64446.93854,64446.93854,-26239872.52,52479747.05,-340726.9344,-2712338.957
g1,n10e4,td190,l95,n500,n50,wgs,2change,t0t120,10159.70244,3139.583176,100434.9095,62.44007094,10367.16862,-38116443.96,76232897.92,65491.36494,442.7130985,51.04393248,-39430615.65,78861237.3,64576.43545,64576.43545,-39549091.54,79098185.08,-2628339.386,-2865287.162
g1,n10e4,td190,l95,n500,n50,wgs,2change,all,10139.17539,6918.88198,99613.38582,119.9878985,10169.10177,-66935810.31,133871630.6,65002.08746,2881.144638,75.12575942,-68483416.38,136966838.8,64791.98366,64791.98366,-68542339.12,137084680.2,-3095208.148,-3213049.625
